brand_name,category,subcategory,website,founded_year,headquarters,description,shopify_confirmed,source,employee_count,founder_1,founder_2,founder_3,linkedin_1,linkedin_2,linkedin_3
Sea to Summit,Outdoor,Gear,seatosummit.com,1990,Australia/USA,Adventure travel gear,Yes,D2C directory,,,,,,,
Klymit,Outdoor,Sleeping,klymit.com,2007,Utah,Innovative sleeping pads,Yes,D2C directory,,,,,,,
Therm-a-Rest,Outdoor,Sleeping,thermarest.com,1972,Seattle WA,Sleeping pad pioneer,Yes,D2C directory,,,,,,,
Enlightened Equipment,Outdoor,Quilts,enlightenedequipment.com,2011,Minnesota,Custom ultralight quilts,Yes,Cottage brand,,,,,,,
Katabatic Gear,Outdoor,Quilts,katabaticgear.com,2009,Colorado,Premium ultralight quilts,Yes,Cottage brand,,,,,,,
Nunatak,Outdoor,Quilts,nunatakusa.com,2005,California,Custom down quilts,Yes,Cottage brand,,,,,,,
Gossamer Gear,Outdoor,Packs,gossamergear.com,1998,Austin TX,Ultralight backpacks,Yes,Cottage brand,,,,,,,
ULA Equipment,Outdoor,Packs,ula-equipment.com,2002,Utah,Ultralight packs,Yes,Cottage brand,,,,,,,
Granite Gear,Outdoor,Packs,granitegear.com,1986,Minnesota,Air current packs,Yes,D2C directory,,,,,,,
Osprey,Outdoor,Packs,osprey.com,1974,Cortez CO,Premium backpacks,Yes,D2C leader,,,,,,,
Gregory,Outdoor,Packs,gregorypacks.com,1977,San Diego CA,Technical packs,Yes,D2C directory,,,,,,,
Deuter,Outdoor,Packs,deuter.com,1898,Germany/USA,German backpacks,Yes,D2C directory,,,,,,,
Cotopaxi,Outdoor,Gear,cotopaxi.com,2014,Salt Lake City UT,Do good colorful gear,Yes,D2C leader,,Davis Smith,,,https://www.linkedin.com/in/davismsmith,,
Mystery Ranch,Outdoor,Packs,mysteryranch.com,2000,Bozeman MT,Load hauling packs,Yes,D2C directory,,,,,,,
Hyperlite Mountain Gear,Outdoor,Ultralight,hyperlitemountaingear.com,2009,Maine,Dyneema ultralight,Yes,Cottage brand,,,,,,,
Zpacks,Outdoor,Ultralight,zpacks.com,2005,Florida,Ultralight thru-hiker gear,Yes,Cottage brand,,,,,,,
Tarptent,Outdoor,Shelters,tarptent.com,2002,Nevada City CA,Ultralight shelters,Yes,Cottage brand,,,,,,,
Six Moon Designs,Outdoor,Shelters,sixmoondesigns.com,2002,Oregon,Ultralight trekking,Yes,Cottage brand,,,,,,,
MLD (Mountain Laurel),Outdoor,Ultralight,mountainlaureldesigns.com,2002,Virginia,Ultralight cottage,Yes,Cottage brand,,,,,,,
Pa'lante Packs,Outdoor,Packs,palantepacks.com,2016,Maine,Simple ultralight packs,Yes,Cottage brand,,,,,,,
KS Ultralight,Outdoor,Packs,ksultralight.com,2014,France/USA,Custom ultralight packs,Yes,Cottage brand,,,,,,,
Atom Packs,Outdoor,Packs,atompacks.co.uk,2018,UK,Custom ultralight packs,Yes,Cottage brand,,,,,,,
Northern Ultralight,Outdoor,Packs,northernultralight.com,2017,Canada,Ultralight packs,Yes,Cottage brand,,,,,,,
Waymark Gear,Outdoor,Packs,waymarkgearco.com,2018,USA,Simple ultralight packs,Yes,Cottage brand,,,,,,,
Litesmith,Outdoor,Accessories,litesmith.com,2009,USA,Ultralight accessories,Yes,Cottage brand,,,,,,,
Vargo,Outdoor,Cookware,vargooutdoors.com,2002,Virginia,Titanium gear,Yes,D2C directory,,,,,,,
Toaks,Outdoor,Cookware,toaksoutdoor.com,2012,China/USA,Titanium cookware,Yes,D2C directory,,,,,,,
Snow Peak Ti,Outdoor,Cookware,snowpeak.com,1958,Japan/USA,Japanese titanium,Yes,D2C directory,,,,,,,
MSR,Outdoor,Cookware,msrgear.com,1969,Seattle WA,Mountain safety gear,Yes,D2C leader,,,,,,,
Jetboil,Outdoor,Stoves,jetboil.com,2001,USA,All-in-one cooking,Yes,D2C directory,,,,,,,
Soto,Outdoor,Stoves,sotooutdoors.com,1978,Japan/USA,Japanese stoves,Yes,D2C directory,,,,,,,
BRS,Outdoor,Stoves,bfrnd.co,2005,China/USA,Budget ultralight stoves,Yes,D2C directory,,,,,,,
Sawyer,Outdoor,Filtration,sawyer.com,1984,Safety Harbor FL,Water filtration,Yes,D2C directory,,,,,,,
Katadyn,Outdoor,Filtration,katadyn.com,1928,Switzerland/USA,Water treatment,Yes,D2C directory,,,,,,,
Platypus,Outdoor,Hydration,platy.com,1992,USA,Hydration systems,Yes,D2C directory,,,,,,,
HydraPak,Outdoor,Hydration,hydrapak.com,2001,Oakland CA,Collapsible hydration,Yes,D2C directory,,,,,,,
CamelBak,Outdoor,Hydration,camelbak.com,1989,Petaluma CA,Hydration pioneer,Yes,D2C leader,,,,,,,
Leki,Outdoor,Poles,leki.com,1948,Germany/USA,Trekking poles,Yes,D2C directory,,,,,,,
Black Diamond,Outdoor,Climbing,blackdiamondequipment.com,1989,Salt Lake City UT,Climbing and ski gear,Yes,D2C leader,,,,,,,
Petzl,Outdoor,Climbing,petzl.com,1975,France/USA,Climbing headlamps,Yes,D2C directory,,,,,,,
Arc'teryx,Outdoor,Technical,arcteryx.com,1989,Vancouver/USA,Premium technical,Yes,D2C leader,,,,,,,
Mammut,Outdoor,Technical,mammut.com,1862,Switzerland/USA,Swiss mountaineering,Yes,D2C directory,,,,,,,
La Sportiva,Outdoor,Footwear,lasportiva.com,1928,Italy/USA,Climbing approach shoes,Yes,D2C directory,,,,,,,
Scarpa,Outdoor,Footwear,scarpa.com,1938,Italy/USA,Mountain boots,Yes,D2C directory,,,,,,,
Salomon,Outdoor,Footwear,salomon.com,1947,France/USA,Trail running hiking,Yes,D2C leader,,,,,,,
Altra,Outdoor,Footwear,altrarunning.com,2009,Utah,Zero-drop trail shoes,Yes,D2C leader,,,,,,,
Hoka,Outdoor,Footwear,hoka.com,2009,France/USA,Maximalist cushion,Yes,D2C leader,,,,,,,
On Running,Outdoor,Footwear,on-running.com,2010,Switzerland/USA,Cloud technology,Yes,D2C leader,,,,,,,
Brooks,Outdoor,Running,brooksrunning.com,1914,Seattle WA,Running shoes,Yes,D2C leader,,,,,,,
Saucony,Outdoor,Running,saucony.com,1898,Massachusetts,Running heritage,Yes,D2C directory,,,,,,,
New Balance,Outdoor,Running,newbalance.com,1906,Boston MA,Athletic footwear,Yes,D2C leader,,,,,,,
Asics,Outdoor,Running,asics.com,1949,Japan/USA,Japanese running,Yes,D2C leader,,,,,,,
Merrell,Outdoor,Hiking,merrell.com,1981,Rockford MI,Hiking footwear,Yes,D2C leader,,,,,,,
Keen,Outdoor,Hiking,keenfootwear.com,2003,Portland OR,Toe-protection footwear,Yes,D2C leader,,,,,,,
Oboz,Outdoor,Hiking,obozfootwear.com,2007,Bozeman MT,True-to-fit hiking,Yes,D2C directory,,,,,,,
Danner,Outdoor,Boots,danner.com,1932,Portland OR,Rugged boots,Yes,D2C leader,,,,,,,
Vasque,Outdoor,Hiking,vasque.com,1965,Minnesota,Hiking heritage,Yes,D2C directory,,,,,,,
Lowa,Outdoor,Boots,lowaboots.com,1923,Germany/USA,German hiking boots,Yes,D2C directory,,,,,,,
Hanwag,Outdoor,Boots,hanwag.com,1921,Germany/USA,German trekking,Yes,D2C directory,,,,,,,
Zamberlan,Outdoor,Boots,zamberlanusa.com,1929,Italy/USA,Italian hiking,Yes,D2C directory,,,,,,,
Chaco,Outdoor,Sandals,chacos.com,1989,Michigan,Z-strap sandals,Yes,D2C leader,,,,,,,
Teva,Outdoor,Sandals,teva.com,1984,California,Sport sandal pioneer,Yes,D2C leader,,,,,,,
Bedrock Sandals,Outdoor,Sandals,bedrocksandals.com,2011,Colorado,Minimalist adventure,Yes,Cottage brand,,,,,,,
Luna Sandals,Outdoor,Sandals,lunasandals.com,2010,Seattle WA,Huarache running,Yes,D2C directory,,,,,,,
Xero Shoes,Outdoor,Minimalist,xeroshoes.com,2009,Broomfield CO,Barefoot movement,Yes,D2C directory,,,,,,,
Vivobarefoot,Outdoor,Minimalist,vivobarefoot.com,2012,UK/USA,Regenerative footwear,Yes,D2C directory,,,,,,,
Topo Athletic,Outdoor,Running,topoathletic.com,2013,Massachusetts,Natural running,Yes,D2C directory,,,,,,,
Inov-8,Outdoor,Trail,inov-8.com,2003,UK/USA,Trail and OCR,Yes,D2C directory,,,,,,,
Craft Sportswear,Outdoor,Active,craftsportswear.com,1977,Sweden/USA,Swedish performance,Yes,D2C directory,,,,,,,
Smartwool,Outdoor,Layers,smartwool.com,1994,Steamboat Springs CO,Merino base layers,Yes,D2C leader,,,,,,,
Icebreaker,Outdoor,Layers,icebreaker.com,1995,New Zealand/USA,Merino pioneer,Yes,D2C leader,,,,,,,
Minus33,Outdoor,Layers,minus33.com,2002,New Hampshire,US-made merino,Yes,D2C directory,,,,,,,
Ridge Merino,Outdoor,Layers,ridgemerino.com,2012,Montana,Montana merino,Yes,D2C directory,,,,,,,
Duckworth,Outdoor,Layers,duckworthco.com,2014,Montana,Montana wool vertical,Yes,D2C directory,,,,,,,
Voormi,Outdoor,Layers,voormi.com,2010,Pagosa Springs CO,Colorado wool,Yes,D2C directory,,,,,,,
Farm to Feet,Outdoor,Socks,farmtofeet.com,2013,North Carolina,US-made merino socks,Yes,D2C directory,,,,,,,
Injinji,Outdoor,Socks,injinji.com,2004,California,Toe socks,Yes,D2C directory,,,,,,,
Feetures,Outdoor,Socks,feetures.com,2000,North Carolina,Targeted compression,Yes,D2C directory,,,,,,,
Balega,Outdoor,Socks,balega.com,2005,South Africa/USA,Running socks,Yes,D2C directory,,,,,,,
Swiftwick,Outdoor,Socks,swiftwick.com,2008,Nashville TN,Olefin performance socks,Yes,D2C directory,,,,,,,
Wigwam,Outdoor,Socks,wigwam.com,1905,Wisconsin,Heritage socks,Yes,D2C directory,,,,,,,
Fox River,Outdoor,Socks,foxsox.com,1900,Wisconsin,Outdoor socks,Yes,D2C directory,,,,,,,
Point6,Outdoor,Socks,point6.com,2006,Colorado,Merino wool socks,Yes,D2C directory,,,,,,,
Cloudline,Outdoor,Socks,cloudlineapparel.com,2016,USA,Value merino socks,Yes,D2C directory,,,,,,,
Bridgedale,Outdoor,Socks,bridgedale.com,1932,UK/USA,British hiking socks,Yes,D2C directory,,,,,,,
Fits,Outdoor,Socks,fitssock.com,2004,Alabama,Anatomical fit,Yes,D2C directory,,,,,,,
Dickies,Workwear,General,dickies.com,1922,Texas,Workwear heritage,Yes,D2C directory,,,,,,,
Carhartt,Workwear,General,carhartt.com,1889,Michigan,Rugged workwear,Yes,D2C leader,,,,,,,
Duluth Trading,Workwear,General,duluthtrading.com,1989,Wisconsin,Ingenious workwear,Yes,D2C leader,,,,,,,
Dovetail Workwear,Workwear,Women's,dovetailworkwear.com,2016,Portland OR,Women's workwear,Yes,D2C directory,,,,,,,
Rosies Workwear,Workwear,Women's,rosiesworkwear.com,2018,USA,Women's work clothes,Yes,D2C directory,,,,,,,
Truewerk,Workwear,Performance,truewerk.com,2013,USA,Performance workwear,Yes,D2C directory,,,,,,,
Brunt Workwear,Workwear,Boots,bruntworkwear.com,2020,USA,Direct work boots,Yes,D2C directory,,,,,,,
Thorogood,Workwear,Boots,thorogoodusa.com,1892,Wisconsin,American work boots,Yes,D2C directory,,,,,,,
Red Wing,Workwear,Boots,redwingshoes.com,1905,Red Wing MN,Heritage work boots,Yes,D2C leader,,,,,,,
Wolverine,Workwear,Boots,wolverine.com,1883,Michigan,Work boot heritage,Yes,D2C directory,,,,,,,
Timberland Pro,Workwear,Boots,timberland.com/pro,1973,New Hampshire,Professional work,Yes,D2C directory,,,,,,,
KEEN Utility,Workwear,Boots,keenfootwear.com/utility,2003,Portland OR,Safety toe comfort,Yes,D2C directory,,,,,,,
Carolina,Workwear,Boots,carolinashoe.com,1923,North Carolina,American work boots,Yes,D2C directory,,,,,,,
Georgia Boot,Workwear,Boots,georgiaboot.com,1937,Georgia,Comfort core boots,Yes,D2C directory,,,,,,,
Ariat,Workwear,Western,ariat.com,1993,Union City CA,Western performance,Yes,D2C leader,,,,,,,
Justin Boots,Workwear,Western,justinboots.com,1879,Texas,Western boot heritage,Yes,D2C directory,,,,,,,
Tecovas,Workwear,Western,tecovas.com,2015,Austin TX,D2C cowboy boots,Yes,D2C leader,,,,,,,
Lucchese,Workwear,Western,lucchese.com,1883,Texas,Luxury western boots,Yes,D2C directory,,,,,,,
Tony Lama,Workwear,Western,tonylama.com,1911,Texas,Western boot maker,Yes,D2C directory,,,,,,,
Nocona,Workwear,Western,nocona.com,1925,Texas,Western heritage,Yes,D2C directory,,,,,,,
Stetson,Workwear,Western,stetson.com,1865,Texas,Western hats heritage,Yes,D2C leader,,,,,,,
Resistol,Workwear,Western,resistolhat.com,1927,Texas,Western hats,Yes,D2C directory,,,,,,,
Greeley Hat Works,Workwear,Western,greeleyhatworks.com,1909,Colorado,Custom western hats,Yes,D2C directory,,,,,,,
American Hat Company,Workwear,Western,americanhatcompany.com,1915,Texas,Straw felt hats,Yes,D2C directory,,,,,,,
Charlie 1 Horse,Workwear,Western,charlie1horse.com,1984,Texas,Western fashion hats,Yes,D2C directory,,,,,,,
Bailey Hats,Workwear,Western,baileyhats.com,1922,USA,Western dress hats,Yes,D2C directory,,,,,,,
Brixton,Apparel,Hats,brixton.com,2004,Oceanside CA,Music-inspired headwear,Yes,D2C directory,,,,,,,
Goorin Bros,Apparel,Hats,goorin.com,1895,San Francisco CA,Trucker caps heritage,Yes,D2C directory,,,,,,,
Lack of Color,Apparel,Hats,lackofcolor.com,2012,Australia/USA,Women's fashion hats,Yes,D2C directory,,,,,,,
Janessa Leone,Apparel,Hats,janessaleone.com,2013,Los Angeles CA,Artisan women's hats,Yes,D2C directory,,,,,,,
Will and Bear,Apparel,Hats,willandbear.com,2014,Australia/USA,Sustainable wool hats,Yes,D2C directory,,,,,,,
Yellow 108,Apparel,Hats,yellow108.com,2016,Los Angeles CA,Sustainable headwear,Yes,D2C directory,,,,,,,
Coal Headwear,Apparel,Hats,coalheadwear.com,2002,Seattle WA,Pacific NW headwear,Yes,D2C directory,,,,,,,
Pistil,Apparel,Accessories,pistildesigns.com,1991,Oregon,Women's accessories,Yes,D2C directory,,,,,,,
Sunday Afternoons,Apparel,Hats,sundayafternoons.com,1993,Ashland OR,Sun protection hats,Yes,D2C directory,,,,,,,
Tilley,Apparel,Hats,tilley.com,1980,Canada/USA,Travel adventure hats,Yes,D2C directory,,,,,,,
Wallaroo Hat Company,Apparel,Hats,wallaroohats.com,1999,Boulder CO,UPF sun hats,Yes,D2C directory,,,,,,,
Solumbra,Apparel,Sun Protection,sunprecautions.com,1992,USA,UPF rated clothing,Yes,D2C directory,,,,,,,
Coolibar,Apparel,Sun Protection,coolibar.com,2001,Minneapolis MN,UPF 50+ experts,Yes,D2C leader,,,,,,,
BloqUV,Apparel,Sun Protection,bloquv.com,2015,USA,Athletic UPF,Yes,D2C directory,,,,,,,
Cabana Life,Apparel,Sun Protection,cabanalife.com,2003,USA,Resort UPF style,Yes,D2C directory,,,,,,,
UV Skinz,Apparel,Sun Protection,uvskinz.com,2005,USA,Family UPF swimwear,Yes,D2C directory,,,,,,,
Mott 50,Apparel,Sun Protection,mfrnd.co,2012,USA,Modern UPF basics,Yes,D2C directory,,,,,,,
Supergoop,Beauty,Sunscreen,supergoop.com,2007,San Antonio TX,Sunscreen specialist,Yes,D2C leader,,,,,,,
Coola,Beauty,Sunscreen,coola.com,2007,San Diego CA,Organic suncare,Yes,D2C directory,,,,,,,
Sun Bum,Beauty,Sunscreen,sunbum.com,2010,Cocoa Beach FL,Beach lifestyle sun,Yes,D2C leader,,,,,,,
Vacation Inc,Beauty,Sunscreen,vacation.inc,2021,USA,Nostalgic sunscreen,Yes,D2C directory,,,,,,,
Kinfield,Beauty,Outdoor Care,kinfield.com,2019,USA,Outdoor personal care,Yes,D2C directory,,Nichole Powell,,,https://www.linkedin.com/in/nicholepowell/,,
Sawyer,Beauty,Insect,sawyer.com,1984,Safety Harbor FL,Insect repellent,Yes,D2C directory,,,,,,,
Murphy's Naturals,Beauty,Insect,murphysnaturals.com,2012,Raleigh NC,Natural repellent,Yes,D2C directory,,,,,,,
Cutter,Beauty,Insect,cutterinsectrepellent.com,1957,USA,Insect repellent brand,Yes,D2C directory,,,,,,,
Off!,Beauty,Insect,off.com,1957,USA,SC Johnson repellent,Yes,D2C directory,,,,,,,
Thermacell,Outdoor,Insect,thermacell.com,1999,Massachusetts,Zone repellent,Yes,D2C directory,,,,,,,
Para Kito,Beauty,Insect,parakito.com,2006,France/USA,Wearable repellent,Yes,D2C directory,,,,,,,
Natrapel,Beauty,Insect,natrapel.com,1998,USA,Deet-free repellent,Yes,D2C directory,,,,,,,
Repel,Beauty,Insect,repel.com,1956,USA,Insect repellent,Yes,D2C directory,,,,,,,
Badger,Beauty,Natural,badgerbalm.com,1995,New Hampshire,Organic balms,Yes,D2C directory,,,,,,,
Burt's Bees,Beauty,Natural,burtsbees.com,1984,North Carolina,Natural personal care,Yes,D2C leader,,,,,,,
Weleda,Beauty,Natural,weleda.com,1921,Switzerland/USA,Anthroposophic care,Yes,D2C directory,,,,,,,
Dr. Bronner's,Beauty,Soap,drbronner.com,1948,Vista CA,Organic soap activist,Yes,D2C leader,,,,,,,
Seventh Generation,Home,Cleaning,seventhgeneration.com,1988,Burlington VT,Plant-based cleaning,Yes,D2C leader,,,,,,,
Method,Home,Cleaning,methodhome.com,2001,San Francisco CA,Design-led cleaning,Yes,D2C leader,,,,,,,
Mrs. Meyer's,Home,Cleaning,mrsmeyers.com,2001,Iowa,Garden-inspired cleaning,Yes,D2C directory,,,,,,,
Ecover,Home,Cleaning,ecover.com,1980,Belgium/USA,Ecological cleaning,Yes,D2C directory,,,,,,,
Attitude,Home,Cleaning,attitudeliving.com,2006,Canada/USA,Hypoallergenic cleaning,Yes,D2C directory,,,,,,,
ECOS,Home,Cleaning,ecos.com,1967,California,Plant-powered cleaning,Yes,D2C directory,,,,,,,
Better Life,Home,Cleaning,cleanhappens.com,2007,St. Louis MO,Plant-based cleaning,Yes,D2C directory,,,,,,,
Puracy,Home,Cleaning,puracy.com,2013,Austin TX,Natural cleaning,Yes,D2C directory,,,,,,,
Aunt Fannie's,Home,Cleaning,auntfannies.com,2013,USA,Vinegar-based cleaning,Yes,D2C directory,,,,,,,
Truly Free,Home,Cleaning,trulyfree.com,2017,USA,Non-toxic home,Yes,D2C directory,,,,,,,
Force of Nature,Home,Cleaning,forceofnatureclean.com,2017,USA,Electrochemical cleaning,Yes,D2C directory,,,,,,,
Nellie's,Home,Laundry,nelliesclean.com,2005,Canada/USA,All-natural laundry,Yes,D2C directory,,,,,,,
Charlie's Soap,Home,Laundry,charliessoap.com,1976,North Carolina,Biodegradable laundry,Yes,D2C directory,,,,,,,
Heritage Park,Home,Laundry,heritageparklaundry.com,2014,USA,Luxury fabric care,Yes,D2C directory,,,,,,,
The Laundress,Home,Laundry,thelaundress.com,2004,New York NY,Fabric care specialist,Yes,D2C directory,,,,,,,
Grab Green,Home,Laundry,grabgreenhome.com,2007,USA,Plant-based laundry,Yes,D2C directory,,,,,,,
Rockin Green,Home,Laundry,rockingreen.com,2008,Texas,Cloth diaper safe,Yes,D2C directory,,,,,,,
Molly's Suds,Home,Laundry,mollyssuds.com,2008,Indianapolis IN,Clean laundry,Yes,D2C directory,,,,,,,
Biokleen,Home,Cleaning,biokleenhome.com,1989,Vancouver WA,Plant-based cleaning,Yes,D2C directory,,,,,,,
Earth Friendly Products,Home,Cleaning,ecos.com,1967,California,ECOS eco cleaning,Yes,D2C directory,,,,,,,
Caldrea,Home,Home Care,caldrea.com,2000,Minnesota,Premium home care,Yes,D2C directory,,,,,,,
Zum,Home,Home Care,indigowild.com,1996,Kansas City MO,Goat milk products,Yes,D2C directory,,,,,,,
Common Good,Home,Cleaning,commongoodandco.com,2011,Portland OR,Refillable cleaning,Yes,D2C directory,,,,,,,
Cleancult,Home,Cleaning,cleancult.com,2016,New York NY,Refillable cleaning,Yes,D2C directory,,,,,,,
Zero Co,Home,Cleaning,zeroco.com.au,2019,Australia/USA,Forever bottles cleaning,Yes,D2C directory,,,,,,,
Myro,Beauty,Deodorant,myro.com,2018,New York NY,Refillable deodorant,Yes,D2C directory,,,,,,,
By Humankind,Beauty,Personal Care,byhumankind.com,2018,New York NY,Refillable personal care,Yes,D2C directory,,,,,,,
Bite,Beauty,Oral Care,bfrnd.co,2018,Los Angeles CA,Toothpaste bits,Yes,D2C directory,,,,,,,
Huppy,Beauty,Oral Care,behuppy.com,2020,USA,Toothpaste tablets,Yes,D2C directory,,,,,,,
Georganics,Beauty,Oral Care,georganics.com,2014,UK/USA,Natural oral care,Yes,D2C directory,,,,,,,
Hello Products,Beauty,Oral Care,hello-products.com,2013,Montclair NJ,Naturally friendly oral,Yes,D2C directory,,,,,,,
Davids Natural,Beauty,Oral Care,davids-usa.com,2011,California,Premium natural toothpaste,Yes,D2C directory,,,,,,,
RiseWell,Beauty,Oral Care,rfrnd.co,2019,USA,Hydroxyapatite toothpaste,Yes,D2C directory,,,,,,,
Boka,Beauty,Oral Care,bfrnd.co,2016,USA,Nano-hydroxyapatite oral,Yes,D2C directory,,,,,,,
Quip,Beauty,Oral Care,getquip.com,2015,New York NY,Electric toothbrush D2C,Yes,D2C leader,,,,,,,
Burst,Beauty,Oral Care,bfrnd.co,2017,Los Angeles CA,Sonic toothbrush,Yes,D2C directory,,,,,,,
Goby,Beauty,Oral Care,goby.co,2015,New York NY,Electric toothbrush,Yes,D2C directory,,,,,,,
Bruush,Beauty,Oral Care,bruush.com,2018,Vancouver,Electric toothbrush,Yes,D2C directory,,,,,,,
AutoBrush,Beauty,Oral Care,tryautobrush.com,2018,USA,U-shaped toothbrush,Yes,D2C directory,,,,,,,
Shyn,Beauty,Oral Care,shyn.com,2018,USA,Sonic toothbrush,Yes,D2C directory,,,,,,,
Moon,Beauty,Oral Care,moonoralcare.com,2019,Los Angeles CA,Kendall Jenner oral,Yes,D2C directory,,,,,,,
Lumineux,Beauty,Oral Care,lumineux.com,2014,USA,Certified non-toxic oral,Yes,D2C directory,,,,,,,
Cocofloss,Beauty,Oral Care,cocofloss.com,2015,San Francisco CA,Fun effective floss,Yes,D2C directory,,,,,,,
Supersmile,Beauty,Oral Care,supersmile.com,1987,New York NY,Professional whitening,Yes,D2C directory,,,,,,,
GLO Science,Beauty,Oral Care,gloscience.com,2010,New York NY,Professional whitening,Yes,D2C directory,,,,,,,
Snow,Beauty,Whitening,trysnow.com,2017,Phoenix AZ,Teeth whitening tech,Yes,D2C directory,,,,,,,
ARC,Beauty,Whitening,arcsmile.com,2019,USA,P&G whitening,Yes,D2C directory,,,,,,,
Zimba,Beauty,Whitening,zimbateeth.com,2018,USA,Value whitening strips,Yes,D2C directory,,,,,,,
SmileDirectClub,Beauty,Aligners,smiledirectclub.com,2014,Nashville TN,D2C clear aligners,Yes,D2C leader,,,,,,,
Byte,Beauty,Aligners,byteme.com,2017,Los Angeles CA,Nighttime aligners,Yes,D2C directory,,,,,,,
Candid,Beauty,Aligners,candidco.com,2017,New York NY,Clear aligner tech,Yes,D2C directory,,,,,,,
NewSmile,Beauty,Aligners,newsmile.com,2020,USA,Affordable aligners,Yes,D2C directory,,,,,,,
ALIGNERCO,Beauty,Aligners,alignerco.com,2017,USA,Value clear aligners,Yes,D2C directory,,,,,,,
Uniform Teeth,Beauty,Aligners,uniformteeth.com,2016,San Francisco CA,AI-powered aligners,Yes,D2C directory,,,,,,,
Dandy,Beauty,Dental,meetdandy.com,2020,New York NY,Dental lab tech,Yes,D2C directory,,,,,,,
Henry Meds,Wellness,Telehealth,henrymeds.com,2021,USA,GLP-1 telehealth,Yes,D2C directory,,,,,,,
Calibrate,Wellness,Weight,joincalibrate.com,2020,New York NY,Metabolic health,Yes,D2C directory,,,,,,,
Found,Wellness,Weight,joinfound.com,2020,USA,Weight care program,Yes,D2C directory,,,,,,,
Noom,Wellness,Weight,noom.com,2008,New York NY,Psychology weight loss,Yes,D2C leader,,,,,,,
WW (WeightWatchers),Wellness,Weight,weightwatchers.com,1963,New York NY,Points weight program,Yes,D2C leader,,,,,,,
Nutrisystem,Wellness,Weight,nutrisystem.com,1972,Pennsylvania,Meal delivery weight,Yes,D2C directory,,,,,,,
Optavia,Wellness,Weight,optavia.com,2017,Maryland,Coach-guided weight,Yes,D2C directory,,,,,,,
Jenny Craig,Wellness,Weight,jennycraig.com,1983,California,Weight loss food,Yes,D2C directory,,,,,,,
Ro,Wellness,Telehealth,ro.co,2017,New York NY,Digital health clinic,Yes,D2C leader,,,,,,,
Hims,Wellness,Telehealth,forhims.com,2017,San Francisco CA,Men's telehealth,Yes,D2C leader,,,,,,,
Hers,Wellness,Telehealth,forhers.com,2018,San Francisco CA,Women's telehealth,Yes,D2C leader,,,,,,,
Nurx,Wellness,Telehealth,nurx.com,2015,San Francisco CA,Birth control delivery,Yes,D2C directory,,,,,,,
Wisp,Wellness,Telehealth,hellowisp.com,2018,USA,Women's health delivery,Yes,D2C directory,,,,,,,
Pill Club,Wellness,Telehealth,thepillclub.com,2014,California,Birth control delivery,Yes,D2C directory,,,,,,,
Simple Health,Wellness,Telehealth,simplehealth.com,2015,New York NY,Birth control online,Yes,D2C directory,,,,,,,
Twentyeight Health,Wellness,Telehealth,twentyeighthealth.com,2020,New York NY,Affordable reproductive,Yes,D2C directory,,,,,,,
Favor,Wellness,Telehealth,favor.health,2020,USA,Reproductive care,Yes,D2C directory,,,,,,,
Planned Parenthood Direct,Wellness,Telehealth,plannedparenthood.org,2016,USA,PP telehealth,Yes,D2C directory,,,,,,,
Lemonaid,Wellness,Telehealth,lemonaidhealth.com,2013,San Francisco CA,Telehealth prescriptions,Yes,D2C directory,,,,,,,
K Health,Wellness,Telehealth,khealth.com,2016,New York NY,AI-powered telehealth,Yes,D2C directory,,,,,,,
Teladoc,Wellness,Telehealth,teladoc.com,2002,New York NY,Virtual healthcare,Yes,D2C leader,,,,,,,
MDLive,Wellness,Telehealth,mdlive.com,2009,Florida,Virtual visits,Yes,D2C directory,,,,,,,
Amwell,Wellness,Telehealth,amwell.com,2006,Boston MA,Digital healthcare,Yes,D2C directory,,,,,,,
Cerebral,Wellness,Mental Health,cerebral.com,2020,San Francisco CA,Mental health online,Yes,D2C directory,,,,,,,
Done,Wellness,Mental Health,donefirst.com,2020,USA,ADHD treatment online,Yes,D2C directory,,,,,,,
Talkiatry,Wellness,Mental Health,talkiatry.com,2020,New York NY,Psychiatry online,Yes,D2C directory,,,,,,,
Brightside,Wellness,Mental Health,brightside.com,2017,San Francisco CA,Mental health care,Yes,D2C directory,,,,,,,
BetterHelp,Wellness,Mental Health,betterhelp.com,2013,Mountain View CA,Online therapy,Yes,D2C leader,,,,,,,
Talkspace,Wellness,Mental Health,talkspace.com,2012,New York NY,Text therapy app,Yes,D2C leader,,,,,,,
Headspace,Wellness,Meditation,headspace.com,2010,Santa Monica CA,Meditation app,Yes,D2C leader,,,,,,,
Calm,Wellness,Meditation,calm.com,2012,San Francisco CA,Sleep meditation app,Yes,D2C leader,,,,,,,
Insight Timer,Wellness,Meditation,insighttimer.com,2009,Australia/USA,Free meditation,Yes,D2C directory,,,,,,,
Ten Percent Happier,Wellness,Meditation,tenpercent.com,2015,USA,Skeptic meditation,Yes,D2C directory,,,,,,,
Simple Habit,Wellness,Meditation,simplehabit.com,2016,San Francisco CA,5-min meditation,Yes,D2C directory,,,,,,,
Balance,Wellness,Meditation,balanceapp.com,2018,USA,Personalized meditation,Yes,D2C directory,,,,,,,
Meditopia,Wellness,Meditation,meditopia.com,2017,Turkey/USA,Sleep meditation,Yes,D2C directory,,,,,,,
Breethe,Wellness,Meditation,breethe.com,2015,USA,Guided wellness,Yes,D2C directory,,,,,,,
